team,defense_passing_epa_x,defense_rushing_epa_x,defense_pacr_x,defesne_wopr_x,defensive_racr_x,defense_sacks_x,defense_interceptions_x,passing_epa_x,rushing_epa_x,pacr_x,wopr_x,racr_x,sacks_x,interceptions_x,opponent_x,opponent_y,team_score_x,opponent_score_x,opponent,team_x,defense_passing_epa_y,defense_rushing_epa_y,defense_pacr_y,defesne_wopr_y,defensive_racr_y,defense_sacks_y,defense_interceptions_y,passing_epa_y,rushing_epa_y,pacr_y,wopr_y,racr_y,sacks_y,interceptions_y
TEN,4.363629818,-0.944789469,1.107327104,0.282051295,0.658637047,2.799999952,1,-0.784345508,-0.870469749,0.836508334,0.305555522,0.956288397,3.400000095,1.666666627,TEN,CLE,3,27,CLE,CLE,-6.961577415,-1.395305634,0.905296803,0.338461548,1.074284911,3,1,-10.41952133,-0.607534945,0.627718031,0.258823514,2.985728264,4,1.666666627
ARI,4.690042019,0.147999451,1.128530145,0.289473683,1.123079777,3,1,-1.800274849,0.114270002,0.840810299,0.282051265,0.788138807,2.25,2,ARI,DAL,28,16,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,DAL,3,38,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5,NYG,DAL,0,40,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DAL,10,30,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,DAL,42,10,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
ARI,4.690042019,0.147999451,1.128530145,0.289473683,1.123079777,3,1,-1.800274849,0.114270002,0.840810299,0.282051265,0.788138807,2.25,2,ARI,DAL,28,16,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,DAL,3,38,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5,NYG,DAL,0,40,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DAL,10,30,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,DAL,42,10,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
ARI,4.690042019,0.147999451,1.128530145,0.289473683,1.123079777,3,1,-1.800274849,0.114270002,0.840810299,0.282051265,0.788138807,2.25,2,ARI,DAL,28,16,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,DAL,3,38,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5,NYG,DAL,0,40,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DAL,10,30,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,DAL,42,10,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
ARI,4.690042019,0.147999451,1.128530145,0.289473683,1.123079777,3,1,-1.800274849,0.114270002,0.840810299,0.282051265,0.788138807,2.25,2,ARI,DAL,28,16,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,DAL,3,38,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5,NYG,DAL,0,40,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DAL,10,30,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,DAL,42,10,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
ARI,4.690042019,0.147999451,1.128530145,0.289473683,1.123079777,3,1,-1.800274849,0.114270002,0.840810299,0.282051265,0.788138807,2.25,2,ARI,DAL,28,16,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,DAL,3,38,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5,NYG,DAL,0,40,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DAL,10,30,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,DAL,42,10,DAL,DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,DEN,28,31,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,DEN,17,16,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,DEN,70,20,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DEN,31,21,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,DEN,35,33,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,DEN,28,31,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,DEN,17,16,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,DEN,70,20,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DEN,31,21,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,DEN,35,33,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,DEN,28,31,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,DEN,17,16,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,DEN,70,20,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DEN,31,21,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,DEN,35,33,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,DEN,28,31,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,DEN,17,16,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,DEN,70,20,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DEN,31,21,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,DEN,35,33,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,DEN,28,31,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,DEN,17,16,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
MIA,3.105605364,0.013597399,0.997547865,0.249999985,2.125290155,2.833333254,1,10.67983913,0.605591893,1.640902519,0.275000036,0.924381375,2,1.25,MIA,DEN,70,20,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627,NYJ,DEN,31,21,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,DEN,35,33,DEN,DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1
ATL,0.504227638,-1.409260631,0.8204934,0.305555493,0.345539153,1.666666627,1.5,-3.22926712,-0.954747736,1.188958049,0.289473683,1.112528205,4,1.5,ATL,DET,6,20,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
CAR,-0.98201251,1.034495115,1.259307742,0.297297299,1.522465348,2.799999952,1.333333373,-6.267943382,-0.757637084,0.913370132,0.275000036,0.706443369,3,2,CAR,DET,24,42,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,DET,20,34,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,DET,20,21,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,DET,37,31,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
ATL,0.504227638,-1.409260631,0.8204934,0.305555493,0.345539153,1.666666627,1.5,-3.22926712,-0.954747736,1.188958049,0.289473683,1.112528205,4,1.5,ATL,DET,6,20,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
CAR,-0.98201251,1.034495115,1.259307742,0.297297299,1.522465348,2.799999952,1.333333373,-6.267943382,-0.757637084,0.913370132,0.275000036,0.706443369,3,2,CAR,DET,24,42,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,DET,20,34,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,DET,20,21,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,DET,37,31,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
ATL,0.504227638,-1.409260631,0.8204934,0.305555493,0.345539153,1.666666627,1.5,-3.22926712,-0.954747736,1.188958049,0.289473683,1.112528205,4,1.5,ATL,DET,6,20,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
CAR,-0.98201251,1.034495115,1.259307742,0.297297299,1.522465348,2.799999952,1.333333373,-6.267943382,-0.757637084,0.913370132,0.275000036,0.706443369,3,2,CAR,DET,24,42,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,DET,20,34,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,DET,20,21,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,DET,37,31,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
ATL,0.504227638,-1.409260631,0.8204934,0.305555493,0.345539153,1.666666627,1.5,-3.22926712,-0.954747736,1.188958049,0.289473683,1.112528205,4,1.5,ATL,DET,6,20,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
CAR,-0.98201251,1.034495115,1.259307742,0.297297299,1.522465348,2.799999952,1.333333373,-6.267943382,-0.757637084,0.913370132,0.275000036,0.706443369,3,2,CAR,DET,24,42,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,DET,20,34,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,DET,20,21,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,DET,37,31,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
ATL,0.504227638,-1.409260631,0.8204934,0.305555493,0.345539153,1.666666627,1.5,-3.22926712,-0.954747736,1.188958049,0.289473683,1.112528205,4,1.5,ATL,DET,6,20,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
CAR,-0.98201251,1.034495115,1.259307742,0.297297299,1.522465348,2.799999952,1.333333373,-6.267943382,-0.757637084,0.913370132,0.275000036,0.706443369,3,2,CAR,DET,24,42,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2,GB,DET,20,34,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,DET,20,21,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,DET,37,31,DET,DET,-3.795951128,-0.587721825,0.856275558,0.23404254,1.28368926,3.5,1.666666627,5.12949419,-0.442928672,1.144228816,0.323529363,1.30859971,1.75,1
ATL,0.504227638,-1.409260631,0.8204934,0.305555493,0.345539153,1.666666627,1.5,-3.22926712,-0.954747736,1.188958049,0.289473683,1.112528205,4,1.5,ATL,GB,25,24,GB,GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2
CHI,10.52646828,-0.557779729,1.103261352,0.229166672,0.078425378,2.333333254,1.5,-2.843157053,0.382283956,1.109271407,0.305555582,-0.523953497,4,1.25,CHI,GB,20,38,GB,GB,-1.38120544,0.062478565,1.146198988,0.282051295,-0.242659271,2.142857075,1,-1.999581933,-0.128246367,0.709808648,0.25000003,0.292269528,2,2
